circuit,vector_seed,vectors,budget,method,method_value,static_value,oracle_value,row_ideal_ratio_raw,loss
multiplier,7089,128,0.1,scoap_min_fault_cost,184842.0,95714.0,325228.0,0.5683458988770954,False
multiplier,7089,128,0.2,scoap_min_fault_cost,318688.0,160423.0,550743.0,0.5786510223461759,False
multiplier,7089,128,0.05,scoap_avg_fault_cost,104781.0,59077.0,171087.0,0.6124427922635852,False
multiplier,7089,128,0.1,scoap_avg_fault_cost,182275.0,95714.0,325228.0,0.5604529745286384,False
multiplier,7089,128,0.2,scoap_avg_fault_cost,313128.0,160423.0,550743.0,0.568555569476144,False
multiplier,7089,128,0.05,scoap_worst_fault_cost,99240.0,59077.0,171087.0,0.5800557611039997,False
multiplier,7089,128,0.1,scoap_worst_fault_cost,177716.0,95714.0,325228.0,0.5464351162876505,False
multiplier,7089,128,0.2,scoap_worst_fault_cost,304081.0,160423.0,550743.0,0.5521286698151406,False
multiplier,7089,128,0.05,segr_structure_derived_selector,108357.0,59077.0,171087.0,0.6333444387942977,False
multiplier,7089,128,0.1,segr_structure_derived_selector,187514.0,95714.0,325228.0,0.5765616736566347,False
multiplier,7089,128,0.2,segr_structure_derived_selector,313019.0,160423.0,550743.0,0.568357655022397,False
priority,7089,128,0.05,standard_scoap_testability,3259.0,2834.0,4491.0,0.7256735693609441,False
priority,7089,128,0.1,standard_scoap_testability,4999.0,5060.0,8146.0,0.6136754235207463,True
priority,7089,128,0.2,standard_scoap_testability,7581.0,10158.0,14661.0,0.5170861469204011,True
priority,7089,128,0.05,scoap_co_only,3055.0,2834.0,4491.0,0.6802493876642173,False
priority,7089,128,0.1,scoap_co_only,5096.0,5060.0,8146.0,0.6255831082739995,False
priority,7089,128,0.2,scoap_co_only,8014.0,10158.0,14661.0,0.5466202851101561,True
priority,7089,128,0.05,scoap_min_fault_cost,3259.0,2834.0,4491.0,0.7256735693609441,False
priority,7089,128,0.1,scoap_min_fault_cost,4999.0,5060.0,8146.0,0.6136754235207463,True
priority,7089,128,0.2,scoap_min_fault_cost,7581.0,10158.0,14661.0,0.5170861469204011,True
priority,7089,128,0.05,scoap_avg_fault_cost,2975.0,2834.0,4491.0,0.6624359830772656,False
priority,7089,128,0.1,scoap_avg_fault_cost,4648.0,5060.0,8146.0,0.5705867910630985,True
priority,7089,128,0.2,scoap_avg_fault_cost,7548.0,10158.0,14661.0,0.5148352772662165,True
priority,7089,128,0.05,scoap_worst_fault_cost,2687.0,2834.0,4491.0,0.5983077265642396,True
priority,7089,128,0.1,scoap_worst_fault_cost,4470.0,5060.0,8146.0,0.5487355757426958,True
priority,7089,128,0.2,scoap_worst_fault_cost,7255.0,10158.0,14661.0,0.49485028306391105,True
priority,7089,128,0.05,segr_structure_derived_selector,3089.0,2834.0,4491.0,0.6878200846136718,False
priority,7089,128,0.1,segr_structure_derived_selector,5834.0,5060.0,8146.0,0.7161797201080284,False
priority,7089,128,0.2,segr_structure_derived_selector,10688.0,10158.0,14661.0,0.7290089352704454,False
router,7089,128,0.05,standard_scoap_testability,1148.0,544.0,1148.0,1.0,False
router,7089,128,0.1,standard_scoap_testability,1303.0,955.0,1378.0,0.9455732946298984,False
router,7089,128,0.2,standard_scoap_testability,1435.0,1128.0,1442.0,0.9951456310679612,False
router,7089,128,0.05,scoap_co_only,1148.0,544.0,1148.0,1.0,False
router,7089,128,0.1,scoap_co_only,1310.0,955.0,1378.0,0.9506531204644412,False
router,7089,128,0.2,scoap_co_only,1438.0,1128.0,1442.0,0.9972260748959778,False
router,7089,128,0.05,scoap_min_fault_cost,1148.0,544.0,1148.0,1.0,False
